objectid,filename,title,publisher,creator,date,description,format,genre,medium,subject,location,latitude,longitude,language,is_part_of,collection,source,object_location,reference_url,rights,rightsstatement,parentid
c_long_005,On_the_Juba.pdf,Colonel Chaille-Long on the Juba,Journal of the American Geographical Society of New York,Charles Chaille-Long,1887,Report of Charles Chaille-Long's expedition to the Indian Ocean.,application/pdf,geography,article,Charles Chaille-Long; William H. Ward,,,,,,,,,https://doi.org/10.2307/196730,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_long
c_long_006,Long_work_on_the_Nile.pdf,Chaille-Long's Work on the Nile,Bulletin of the American Geographical Society,Charles Chaille-Long,1904,Overview of Charles Chaille-Long's geographic work during his Egyptian service.,application/pdf,geography,article,Charles Chaille-Long; Charles Pomeroy Stone,,,,,,,,,https://doi.org/10.2307/198887,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_long
c_long_007,long_egypt.jpeg,Chaille-Long Bey,Hutchinson and Co.,unknown,1875,Photograph of Charles Chaille-Long wearing civilian clothes and a fez taken in a studio in 1875.,image/jpg,portrait,photograph,Charles Chaille-Long,,,,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_long
c_long_008,long_union.jpeg,Captain Chaille-Long,Hutchinson and Co.,unknown,1865,Photograph of Charles Chaille-Long wearing United States Army uniform taken in a studio in America in 1865.,image/jpg,portrait,photograph,Charles Chaille-Long,,,,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_long
c_long_009,long_older.jpeg,Col. Chaille-Long,Hutchinson and Co.,unknown,1900,"Photograph of Charles Chaille-Long wearing civilian clothes taken in a studio in Paris, France.",image/jpg,portrait,photograph,Charles Chaille-Long,,,,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_long
c_long_010,Princes_of_Egypt.pdf,Princes of Egypt,Cosmopolitan,Charles Chaille-Long,1899,Article detailing the lineage of Egyptian rulers of the nineteenth century.,application/pdf,history,article,Charles Chaille-Long; Beverly Kennon; Thaddeus Phelps Mott; Henry Hopkins Sibley; William Wing Loring; Charles Pomeroy Stone; Eugene Oscar Fechet; Robert Morris Rogers; Chancellor Martin; ,,,,English,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_long
c_long_011,American_Soldiers_in_Egypt.pdf,American Soldiers in Egypt,Frank Leslie's Popular Monthly,Charles Chaille-Long,1888,"Article about a prominent American soldiers who served in Egyptian, including the author, Charles Chaille-Long.",application/pdf,,article,Charles Chaille-Long; Thaddeus Phelps Mott; Charles Pomeroy Stone; Henry Hopkins Sibley; William Wing Loring,,,,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_long
c_long_012,England_Egypt_Sudan.pdf,England in Egypt and the Soudan,The North American Review,Charles Chaille-Long,1899,Article in which Charles Chaille-Long recounts the politics of Egypt in the nineteenth century and how England has influenced both Egypt and the Sudan as a European power.,application/pdf,political,article,Charles Chaille-Long,"New York, NY, USA",40.73061,-73.935242,English,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_long
c_long_013,long_egypt2.jpeg,Le Colonel Ch. Chaille-Long,,Napoleon Sarony,1884,"Photograph of Charles Chaille-Long wearing Egyptian Army Undress uniform taken in a studio in New York City, NY, USA.",image/jpg,portrait,photograph,Charles Chaille-Long,"New York, NY, USA",40.73061,-73.935242,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b8449835x/f2.item#,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_long
c_long_014,long_french_book.pdf,L'Egypt et Ses Provinces Perdues,Librairie de la Nouvelle Revue,Charles Chaille-Long,1892,Book written in French by Charles Chaille-Long,application/pdf,,book,Charles Chaille-Long; Alexander Macomb Mason; William P. A. Campbell,"Paris, France",48.886944,2.341111,French,,,,,https://books.google.com/books?id=owEl8vv6figC&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_long
w_dye,,William McEntyre Dye,,,,,compound_object,,,William McEntyre Dye ,,,,,,,,,,,,
w_dye_001,Moslem_Egypt_and_Christian_Abyssinia.pdf,Moslem Egypt and Christian Abyssinia,"Atkin & Prout, Printers",William McEntyre Dye,1880,"Memoir of William McEntyre Dye detailing his service in the Egyptian army, specifically his involvement in the Egyptian=Ethiopian War.",application/pdf,memoir,book,William McEntyre Dye; William Wing Loring; Charles Pomeroy Stone; Alexander Welch Reynolds; Frank A. Reynolds; Erastus Sparrow Purdy; Charles Chaille-Long; Raleigh Edward Colston; Charles William Field; Alexander Macomb Mason; Thomas Grimke Rhett; Walter Hanson Jenifer; Charles Iverson Graves; Charles Frederick Loshe; Henry Goslee Prout; William H. Ward; James Bassel; Horatio Blake Reed; Chancellor Martin; D. G. White; William P. A. Campbell; Henry Clay Derrick; Thaddeus Phelps Mott; Beverly Kennon; William H. Wilson; William W. Dunlap; Edward Warren; Charles Carroll Tevis; Robert Schuyler Lamson; Robert Morris Rogers; Wilburn Briggs Hall; Henry Irgins; Thomas Dickinson Johnson; David Essex Porter; Samuel Henry Lockett; James Alfred Dennison; Henry Hopkins Sibley,"New York, NY, USA",40.73061,-73.935242,English,,,,,https://www.loc.gov/resource/gdclccn.05009551/?st=list,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,w_dye
w_dye_002,dye_older.jpg,untitled,,,,Photograph of William McEntyre Dye wearing civilian clothes taken in a studio.,image/jpg,portrait,photograph,William McEntyre Dye,,,,,,,,,https://www.findagrave.com/memorial/9743647/william-mcentyre-dye,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,w_dye
a_mason,,Alexander Macomb Mason,,,,,compound_object,,,Alexander Macomb Mason,,,,,,,,,,,,
a_mason_001,Reconnaissance_Lake_Albert.pdf,"Report of a Reconnaissance of Lake Albert, Made by Order of His Excellency General Gordon Pacha, Governor-General of the Soudan",Proceedings of the Royal Geographical Society of London,Alexander Macomb Mason,1877,Report written by Alexander Macomb Mason detailing his survey of Lake Albert.,application/pdf,report,report,Alexander Macomb Mason,"Khartoum, Sudan",15.5974,32.5356,English,,,,,https://www.jstor.org/stable/1799906,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,a_mason
a_mason_002,mason_egypt.jpg,untitled,,unknown,,Photograph of Alexander Macomb Mason wearing Egyptian Army Undress uniform taken in a studio.,image/jpg,portrait,photograph,Alexander Macomb Mason,,,,,,,,,https://www.usni.org/magazines/naval-history/2025/february/forgotten-american-innovator,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,a_mason
a_mason_003,mason_egypt2.jpeg,untitled,unknown,Alexander Macomb Mason,,Photograph of Alexander Macomb Mason wearing civilian clothes and a fez.,image/jpg,portrait,article,Alexander Macomb Mason,,,,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,a_mason
a_mason_004,mason_civilian.jpg,untitled,,O. Schoefft,,Photograph of Alexander Macomb Mason wearing civilian clothes.,image/jpg,portrait,photograph,Alexander Macomb Mason,,,,,,,,,https://dc.lib.unc.edu/cdm/singleitem/collection/00ddd/id/263704/rec/7,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,a_mason
e_warren,,Edward Warren ,,,,,compound_object,,,Edward Warren,,,,,,,,,,,,
e_warren_001,warren_print.png,"Edward Warren, M.D.","Cushings and Bailey, Publishers",Edward Warren,1885,Print of Edward Warren wearing civilian clothes.,image/png,portrait,print,Edward Warren,,,,,,,,,https://archive.org/details/doctorsexperienc00warr/page/n7/mode/2up,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,e_warren
e_warren_002,Doctor_Experience_First_Half.pdf,"A Doctor's Experience in Three Continents, Letters I - XIX","Cushings and Bailey, Publishers",Edward Warren,1885,Memoir of Edward Warren detailing his life and work during the Civil War and his service in Egypt.,application/pdf,memoir,book,Edward Warren; William Wing Loring; Henry Hopkins Sibley; Walter Hanson Jenifer; Alexander Welch Reynolds; Frank A. Reynolds; William P. A. Campbell; Thaddeus Phelps Mott; Charles Chaille-Long; Raleigh Edward Colston; William McEntyre Dye; Alexander Macomb Mason; Beverly Kennon; Henry Goslee Prout; Thomas Grimke Rhett,"Baltimore, MD, USA",39.2904,-76.6122,English,,,,,https://archive.org/details/doctorsexperienc00warr/page/n7/mode/2up,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,e_warren
e_warren_003,Doctor_Experience_Second_Half.pdf,"A Doctor's Experience in Three Continents, Letters XX - end","Cushings and Bailey, Publishers",Edward Warren,1885,Memoir of Edward Warren detailing his life and work during the Civil War and his service in Egypt.,application/pdf,memoir,book,Edward Warren; William Wing Loring; Henry Hopkins Sibley; Walter Hanson Jenifer; Alexander Welch Reynolds; Frank A. Reynolds; William P. A. Campbell; Thaddeus Phelps Mott; Charles Chaille-Long; Raleigh Edward Colston; William McEntyre Dye; Alexander Macomb Mason; Beverly Kennon; Henry Goslee Prout; Thomas Grimke Rhett,"Baltimore, MD, USA",39.2904,-76.6122,English,,,,,https://archive.org/details/doctorsexperienc00warr/page/n7/mode/2up,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,e_warren
h_prout,,Henry Goslee Prout,,,,,compound_object,,,Henry Goslee Prout,,,,,,,,,,,,
h_prout_001,prout_egypt.jpg,untitled,,unknown,1877,Photograph of Henry Goslee Prout wearing Egyptian Army Undress uniform taken in a studio.,image/jpg,portrait,photograph,Henry Goslee Prout,,,,,,,,,https://vmi.contentdm.oclc.org/digital/collection/p15821coll7/id/3760/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_prout
h_prout_002,prout_egypt2.jpeg,untitled,,unknown,,Photograph of Henry Goslee Prout wearing Egyptian Army Undress uniform taken in a studio.,image/jpg,portrait,photograph,Henry Goslee Prout,,,,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_prout
h_prout_003,prout_older.png,untitled,,unknown,,Photograph of Henry Goslee Prout wearing civilian clothes.,image/jpg,portrait,photograph,Henry Goslee Prout,,,,,,,,,https://www.findagrave.com/memorial/201432932/henry_goslee-prout/photo,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_prout
h_prout_004,prout_older2.png,untitled,,unknown,1916,Passport photograph of Henry Goslee Prout wearing civilian clothes.,image/jpg,portrait,photograph,Henry Goslee Prout,,,,,,,,,https://www.findagrave.com/memorial/201432932/henry_goslee-prout/photo,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_prout
h_prout_005,prout_older3.png,Col. H'Y D. Prout,unknown,unknown,,Photograph of Henry Goslee Prout wearing civilian clothes and attending a committee,image/jpg,,photograph,Henry Goslee Prout,,,,,,,,,https://www.loc.gov/resource/ggbain.20656/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_prout
h_prout_006,prout_report.pdf,General Report on the Province of Kordofan,"War Office, Bureau of the General Staff",Henry Goslee Prout,1877,Report produced by Henry Goslee Prout intended for Charles Pomeroy Stone.,application/pdf,report,report,Henry Goslee Prout; Charles Pomeroy Stone; Erastus Sparrow Purdy; Raleigh Edward Colston; Alexander Macomb Mason; Wilburn Briggs Hall; Horatio Blake Reed,"Cairo, Egypt",30.033333,31.233334,,,,,,https://babel.hathitrust.org/cgi/pt?id=wu.89095286803&seq=6,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_prout
h_derrick,,Henry Clay Derrick,,,,,compound_object,,,Henry Clay Derrick,,,,,,,,,,,,
h_derrick_001,derrick_egypt.jpeg,untitled,Helios Photographie,unknown,,"Photograph of Henry Clay Derrick wearing Egyptian Army Full Dress uniform taken at a studio in Cairo, Egypt.",image/jpg,portrait,photograph,Henry Clay Derrick,"Cairo, Egypt",30.033333,31.233334,,,,,,https://finding-aids.lib.unc.edu/00432/#imagefolder_11#1,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_derrick
h_derrick_002,derrick_egypt2.jpeg,untitled,Helios Photographie,unknown,,"Photograph of Henry Clay Derrick wearing Egyptian Army Undress uniform taken at a studio in Alexandria or Cairo, Egypt.",image/jpg,portrait,photograph,Henry Clay Derrick,,,,,,,,,https://finding-aids.lib.unc.edu/00432/#imagefolder_11#1,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_derrick
h_derrick_003,derrick_older.jpg,untitled,,unknown,,Photograph of Henry Clay Derrick wearing civilian clothes.,image/jpg,portrait,photograph,Henry Clay Derrick,,,,,,,,,https://www.findagrave.com/memorial/67936351/henry-clay-derrick,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_derrick
s_lockett,,Samuel Henry Lockett,,,,,compound_object,,,Samuel Henry Lockett,,,,,,,,,,,,
s_lockett_001,lockett_egypt.jpeg,untitled,,unknown,,Photograph of Samuel Henry Lockett wearing Egyptian Army Full Dress uniform taken at a studio.,image/jpg,portrait,photograph,Samuel Henry Lockett,,,,,,,,,https://finding-aids.lib.unc.edu/00432/#imagefolder_11#1,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,s_lockett
s_lockett_002,lockett_egypt2.jpeg,untitled,,unknown,,Photograph of Samuel Henry Lockett wearing Egyptian Army Full Dress uniform.,image/jpg,portrait,photograph,Samuel Henry Lockett,,,,,,,,,https://finding-aids.lib.unc.edu/00432/#imagefolder_11#1,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,s_lockett
s_lockett_003,lockett_egypt3.jpeg,untitled,,unknown,,Photograph of Samuel Henry Lockett wearing Egyptian Army Full Dress uniform. ,image/jpg,portrait,photograph,Samuel Henry Lockett,,,,,,,,,https://dc.lib.unc.edu/cdm/singleitem/collection/00ddd/id/263836/rec/9,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,s_lockett
s_lockett_004,lockett_confederate.png,Colonel Samuel Lockett,,"Washburn, Photo",1861,"Carte-de-visite of Samuel Henry Lockett wearing Confederate States Army uniform taken in a studio in Louisville, KY, USA during the Civil War.",image/png,carte-de-visite,photograph,Samuel Henry Lockett,"Louisville, KY, USA",38.2579,-85.7567,,,,,,https://teva.contentdm.oclc.org/digital/collection/p15138coll5/id/16,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,s_lockett
s_lockett_005,lockett_arabi_army.pdf,Arabi and His Army,The Nation,Samuel Henry Lockett,1882,An article written by Samuel Henry Lockett recounting the failures of the Egyptian Army and his experiences in the Egyptian-Ethiopian War,application/pdf,political,article,Samuel Henry Lockett; Charles Pomeroy Stone; William McEntyre Dye,"Knoxville, TN, USA",35.9617,-83.9232,,,,,,https://babel.hathitrust.org/cgi/pt?id=uc1.b000550410&seq=10,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,s_lockett
s_lockett_006,lockett_civilian.jpg,untitled,,unknown,,Photograph of Samuel Henry Lockett wearing civilian clothes taken in a studio in America.,image/jpg,portrait,photograph,Samuel Henry Lockett,,,,,,,,,https://dc.lib.unc.edu/cdm/singleitem/collection/00ddd/id/263685/rec/3,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,s_lockett
t_mott,,Thaddeus Phelps Mott,,,,,compound_object,,,Thaddeus Phelps Mott,,,,,,,,,,,,
t_mott_001,mott_egypt.jpeg,untitled,,unknown,,Photograph of Thaddeus Phelps Mott wearing Egyptian Army Full Dress uniform taken in a studio.,image/jpg,portrait,photograph,Thaddeus Phelps Mott,,,,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,t_mott
t_mott_002,mott_union.png,untitled,,unknown,1863,Photograph of Thaddeus Phelps Mott in United States Army uniform taken in a studio in America in 1863,image/png,portrait,photograph,Thaddeus Phelps Mott,,,,,,,,,http://localhistory.morrisville.edu/sites/unitinfo/mott-14cav.html,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,t_mott
t_mott_003,mott_union2.png,Major Thaddeus P. Mott,Abbott & Co.,unknown,,Photograph of Thaddeus Phelps Mott wearing United States Army uniform.,image/png,ferrotype,photograph,Thaddeus Phelps Mott,"New York, NY, USA",40.73061,-73.935242,,,,,,https://www.jamesmountainantiques.com/product/abbott-ferrotype-of-thaddeus-p-mott/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,t_mott
t_mott_004,mott_union3.jpg,untitled,,Mathew Brady,,"Photograph of Thaddeus Phelps Mott wearing United States Army uniform taken at a studio in New York City, NY, USA.",image/jpg,portrait,photograph,Thaddeus Phelps Mott,"New York, NY, USA",40.73061,-73.935242,,,,,,https://collections.si.edu/search/detail/edanmdm:npg_NPG.81.M1219?q=thaddeus+phelps+mott&record=1&hlterm=thaddeus%2Bphelps%2Bmott&inline=true,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,t_mott
r_colston,,Raleigh Edward Colston,,,,,compound_object,,,Raleigh Edward Colston,,,,,,,,,,,,
r_colston_001,colston_egypt.jpeg,untitled,,unknown,,Photograph of Raleigh Edward Colston wearing Egyptian Army Undress uniform.,image/jpg,portrait,photograph,Raleigh Edward Colston,,,,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,r_colston
r_colston_002,Modern_Egypt.pdf,Modern Egypt and Its People,Journal of the American Geographical Society of New York,Raleigh Edward Colston,1881,An article written by Raleigh Edward Colston that provides an overview of Egyptian society and politics.,application/pdf,political,article,Raleigh Edward Colston; Henry Goslee Prout; Thaddeus Phelps Mott; Henry Hopkins Sibley; William Wing Loring; Charles Pomeroy Stone; Alexander Welch Reynolds; William McEntyre Dye; Charles William Field; Charles Chaille-Long; Samuel Henry Lockett; William H. Ward; Erastus Sparrow Purdy; Alexander Macomb Mason; William P. A. Campbell; Charles Frederick Loshe; Robert Schuyler Lamson; Horatio Blake Reed,,,,,,,,,https://doi.org/10.2307/196457,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,r_colston
r_colston_003,Stone_Geography.pdf,Stone-Pasha's Work on Geography,Journal of the American Geographical Society of New York,Raleigh Edward Colston,1887,A list of Charles Pomeroy Stone's accomplishments during his Egyptian service. Written by Raleigh Edward Colston shortly after Stone's death.,application/pdf,geography,article,Raleigh Edward Colston; Charles Pomeroy Stone; Erastus Sparrow Purdy; Alexander Macomb Mason; Eugene Oscar Fechet; Charles Chaille-Long; Henry Goslee Prout; Samuel Henry Lockett; Henry Clay Derrick; William H. Ward; ,,,,,,,,,https://www.jstor.org/stable/196726,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,r_colston
r_colston_004,colston_confederate.jpg,"R.E. Colston, C.S.A",,unknown,,Print of Raleigh Edward Colston in Confederate States Army uniform.,image/jpg,portrait,photograph,Raleigh Edward Colston,,,,,,,,,https://www.loc.gov/pictures/item/2018670424/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,r_colston
r_colston_005,colston_egypt2.jpg,untitled,,Anderson,,"Photograph of Raleigh Edward Colston wearing Egyptian Army Full Dress uniform taken in a studio in Richmond, VA, USA.",image/jpg,portrait,photograph,Raleigh Edward Colston,"Richmond, VA, USA",37.5407,-77.436,,,,,,https://encyclopediavirginia.org/4332hpr-98c44a4584d4a0d/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,r_colston
r_colston_006,colston_egypt3.jpg,R.E. Colston ,,unknown,1878,"Photograph of Raleigh Edward Colston wearing Egyptian Army Full Dress uniform taken in a studio in Washington D.C., USA in 1878.",image/jpg,portrait,photograph,Raleigh Edward Colston,"Washington, D.C.",38.8951,-77.0363,,,,,,https://vmi.contentdm.oclc.org/digital/collection/p15821coll7/id/3757/rec/3,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,r_colston
r_colston_007,colston_confederate2.jpg,R. E. Colston,,unknown,,Photograph of Raleigh Edward Colston in Confederate States Army uniform taken in a studio in America during the Civil War.,image/jpg,carte-de-visite,photograph,Raleigh Edward Colston,,,,,,,,,https://acwm.pastperfectonline.com/photo/091D7B52-3B1E-45EC-A98B-146229869502,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,r_colston
r_colston_008,colston_confederate3.jpg,untitled,,unknown,1862,Photograph of Raleigh Edward Colston in Confederate States Army uniform taken in a studio in America in 1862.,image/jpg,portrait,photograph,Raleigh Edward Colston,,,,,,,,,https://encyclopediavirginia.org/3075hpr-288461401095aa9/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,r_colston
