objectid,filename,title,publisher,creator,date,description,format,genre,medium,subject,location,latitude,longitude,language,is_part_of,collection,source,object_location,reference_url,rights,rightsstatement,parentid
r_colston_009,colston_confederate4.jpg,"Gen. Raleigh E. Colston, Confederate officer",,unknown,1863,Painting of Raleigh Edward Colston in Confederate States Army uniform.,image/jpg,portrait,painting,Raleigh Edward Colston,,,,,,,,,https://vmi.contentdm.oclc.org/digital/collection/p15821coll7/id/4052/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,r_colston
a_reynolds,,Alexander Welch Reynolds,,,,,compound_object,,,Alexander Welch Reynolds,,,,,,,,,,,,
a_reynolds_001,reynolds_egypt.jpeg,Colonel Alex. W. Reynolds,Hutchinson and Co.,unknown,,Photograph of Alexander Welch Reynolds wearing Egyptian Army Full Dress uniform.,image/jpg,portrait,photograph,Alexander Welch Reynolds,,,,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,a_reynolds
a_reynolds_002,reynolds_confederate.jpg,untitled,,unknown,,Photograph of Alexander Welch Reynolds wearing Confederate States Army taken in a studio in America during the Civil War.,image/jpg,portrait,photograph,Alexander Welch Reynolds,,,,,,,,,https://web.archive.org/web/20071108024427/http://www.generalsandbrevets.com/sgr/reynoldsaw.htm,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,a_reynolds
a_reynolds_003,reynolds_confederate2.png,untitled,,Henry Pollock,,Photograph of Alexander Welch Reynolds wearing Confederate States Army taken in a studio in America during the Civil War.,image/png,carte-de-visite,photograph,Alexander Welch Reynolds,"Baltimore, MD, USA",39.2904,-76.6122,,,,,,https://www.loc.gov/resource/ppmsca.77877/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,a_reynolds
a_reynolds_004,reynolds_egypt2.jpg,untitled,,"L. Fiorillo, Phot.",,"Photograph of Alexander Welch Reynolds wearing Egyptian Army Full Dress uniform taken in a studio in Alexandria, Egypt.",image/png,cabinet-portrait,photograph,Alexander Welch Reynolds,"Alexandria, Egypt",31.2001,29.9187,,,,,,https://wvhistoryonview.org/catalog/030008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,a_reynolds
a_reynolds_005,reynolds_us.jpg,untitled,,unknown,,"Photograph of Alexander Welch Reynolds wearing United States Army uniform, taken in America sometime before 1861.",image/jpg,portrait,photograph,Alexander Welch Reynolds,,,,,,,,,https://web.archive.org/web/20071108024427/http://www.generalsandbrevets.com/sgr/reynoldsaw.htm,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,a_reynolds
e_purdy,,Erastus Sparrow Purdy,,,,,compound_object,,,Erastus Sparrow Purdy,,,,,,,,,,,,
e_purdy_001,purdy_union.jpg,Capt. E. S. Purdy,,unknown,,Photograph of Erastus Sparrow Purdy wearing United States Army uniform taken in a studio in America.,image/jpg,portrait,photograph,Erastus Sparrow Purdy,,,,,,,,,https://www.lincolncollection.org/collection/categories/item/?cat=20&page=36&item=48183&view=gallery,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,e_purdy
e_purdy_002,purdy_union2.jpg,Capt. E. S. Purdy,,unknown,,Photograph of Erastus Sparrow Purdy wearing United States Army uniform taken in a studio in America.,image/jpg,portrait,photograph,Erastus Sparrow Purdy,,,,,,,,,https://www.findagrave.com/memorial/8372136/erastus-sparrow-purdy,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,e_purdy
e_purdy_003,purdy_egypt.jpg,Purdy-Pacha,,Societe de Geographie,1879,"Photograph of Erastus Sparrow Purdy wearing Egyptian Army Full Dress uniform, taken in a studio.",image/jpg,portrait,photograph,Erastus Sparrow Purdy,"Paris, France",48.886944,2.341111,,,,,,https://commons.wikimedia.org/wiki/File:Purdy-Pacha_-_btv1b8449823q_%281_of_2%29.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,e_purdy
h_sibley,,Henry Hopkins Sibley,,,,,compound_object,,,Henry Hopkins Sibley,,,,,,,,,,,,
h_sibley_001,hhsibley_confederate.jpg,untitled,,unknown,,Photograph of Henry Hopkins Sibley wearing Confederate States Army uniform taken in a studio in America during the Civil War.,image/jpg,portrait,photograph,Henry Hopkins Sibley,,,,,,,,,https://loc.gov/pictures/resource/cwpb.05992/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_sibley
h_sibley_002,sibley_confederate.jpg,untitled,,unknown,,Photograph of Henry Hopkins Sibley wearing Confederate States Army uniform taken in a studio in America during the Civil War.,image/jpg,portrait,photograph,Henry Hopkins Sibley,,,,,,,,,https://acwm.pastperfectonline.com/Photo/C09B9642-0420-406C-A119-974216637632,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_sibley
h_sibley_003,sibley_egypt.jpeg,untitled,,unknown,1873,Photograph of Henry Hopkins Sibley wearing Egyptian Army Full Dress uniform taken in a studio in 1873.,image/jpg,portrait,photograph,Henry Hopkins Sibley,,,,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_sibley
h_sibley_004,sibley_egypt2.jpeg,untitled,,unknown,1873,"Photograph of Henry Hopkins Sibley wearing civilian clothes and a fez taken in a studio in Alexandria, Egypt in 1873.",image/jpg,portrait,photograph,Henry Hopkins Sibley,"Alexandria, Egypt",31.2001,29.9187,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_sibley
h_sibley_005,sibley_young.jpeg,untitled,,unknown,1850,Illustration of Henry Hopkins Sibley wearing civilian clothes.,image/jpg,portrait,illustration,Henry Hopkins Sibley,,,,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_sibley
t_johnson,,Thomas Dickinson Johnson,,,,,compound_object,,,Thomas Dickinson Johnson,,,,,,,,,,,,
t_johnson_001,johnson_egypt.jpeg,untitled,,unknown,,Photograph of Thomas Dickinson Johnson wearing Egyptian Army Undress uniform taken in a studio.,image/jpg,portrait,photograph,Thomas Dickinson Johnson,,,,,,,,,https://finding-aids.lib.unc.edu/00432/#imagefolder_11#1,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,t_johnson
c_field,,Charles William Field,,,,,compound_object,,,Charles William Field,,,,,,,,,,,,
c_field_001,field_confederate.jpg,untitled,,unknown,,Photograph of Charles William Field in Confederate States Army uniform.,image/jpg,portrait,photograph,Charles William Field,,,,,,,,,https://archive.org/details/manassasappomatt00longrich/page/576/mode/2up?view=theater,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_field
c_field_002,field_civilian.jpg,untitled,,unknown,,Photograph of Charles William Field wearing civlian clothes,image/jpg,portrait,photograph,Charles William Field,,,,,,,,,https://hd.housedivided.dickinson.edu/node/14552,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_field
c_loshe,,Charles Frederick Loshe,,,,,compound_object,,,Charles Frederick Loshe,,,,,,,,,,,,
c_loshe_001,loshe_union.jpeg,untitled,,unknown,1863,Photograph of Charles Frederick Loshe wearing civilian clothes.,image/jpg,portrait,photograph,Charles Frederick Loshe,,,,,,,,,https://www.findagrave.com/memorial/113499152/charles_frederick-loshe/photo,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_loshe
c_loshe_002,loshe_civilian.jpeg,untitled,,unknown,1865,"Carte-de-visite of Charles Frederick Loshe wearing civilian clothes taken in a studio in New Orleans, LA, USA in 1865.",image/jpg,carte-de-visite,photograph,Charles Frederick Loshe,"New Orleans, LA, USA",29.9509,-90.0758,,,,,,https://www.findagrave.com/memorial/113499152/charles_frederick-loshe/photo#view-photo=176537858,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_loshe
r_savage,,Richard Henry Savage,,,,,compound_object,,,Richard Henry Savage,,,,,,,,,,,,
r_savage_001,savage_union.jpg,Colonel Richard Henry Savage,The Pacific Monthly,Charles Warren Stoddard,,Photograph of Richard Henry Savage wearing unknown military uniform taken in a studio.,image/jpg,portrait,photograph,Richard Henry Savage,,,,,,,,,https://archive.org/details/pacificmonthly00woodrich/page/645/mode/1up?view=theater,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,r_savage
r_savage_002,savage_portrait.jpg,Richard Henry Savage,F. Tennyson Neely,Richard Henry Savage,1894,Photograph of Richard Henry Savage wearing civilian clothes.,image/jpg,portrait,photograph,Richard Henry Savage,"New York, NY, USA",40.73061,-73.935242,,,,,,https://archive.org/details/anarchiststoryof00savarich/page/n6/mode/1up?view=theater,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,r_savage
r_savage_003,savage_uniform.jpg,Colonel Richard Henry Savage,"Seeman and Peters, Printers and Binders",United States Military Academy Association of Graduates,,"Photograph of Richard Henry Savage wearing unknown military uniform, most likely taken in the 1890s.",image/jpg,portrait,photograph,Richard Henry Savage,,,,,,,,,https://books.google.com/books?id=0U0uAAAAYAAJ&pg=PA110#v=onepage&q&f=false,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,r_savage
r_savage_004,Shadow_of_the_Pyramids.pdf,"In the Shadow of the Pyramids: The Last Days of Ismail Khedive, 1879","Rand, McNally and Co., Publishers",Richard Henry Savage,1894,"Novel about Egyptian history, the reign of Khedive Ismail Pasha, and the involvement of Charles Gordon alongside the other American soldiers who served in Egypt. ",application/pdf,fiction,book,Richard Henry Savage; William Wing Loring; Thaddeus Phelps Mott; Charles Pomeroy Stone; Henry Hopkins Sibley; Alexander Welch Reynolds; Charles Carroll Tevis; Thomas Grimke Rhett; Walter Hanson Jenifer; Beverly Kennon; Raleigh Edward Colston; William McEntyre Dye; William H. Ward; Samuel Henry Lockett; Charles Iverson Graves; James Alfred Dennison; Charles Frederick Loshe; Robert Schuyler Lamson; Chancellor Martin; David Essex Porter; Charles William Field; Henry Clay Derrick; Thomas Dickinson Johnson; William H. Wilson; Henry Irgins; Erastus Sparrow Purdy; Alexander Macomb Mason; Charles Chaille-Long; Henry Goslee Prout,"New York, NY, USA",40.73061,-73.935242,English,,,,,https://babel.hathitrust.org/cgi/pt?id=osu.32435018040220&seq=1,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,r_savage
r_savage_005,falka_book.pdf,Lost Countess Falka; a Story of the Orient,"Rand, McNally and Co., Publishers",Richard Henry Savage,1896,Novel that includes various soldiers who served in Egypt.,application/pdf,fiction,book,Richard Henry Savage; Alexander Macomb Mason; Charles Pomeroy Stone; Erastus Sparrow Purdy; Eugene Oscar Fechet; Henry Ronald Hislop Douglas MacIver; Beverly Kennon,,,,,,,,,https://archive.org/details/lostcountessfalk00savaiala/page/n1/mode/2up?q=egypt,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,r_savage
r_savage_006,dennison_obit.pdf,"""James Alfred Dennison""","Seeman and Peters, Printers and Binders",Richard Henry Savage,1901,Obituary of James Alfred Dennison written by Richard Henry Savage.,application/pdf,obituary,obituary,Richard Henry Savage; James Alfred Dennison; Charles Pomeroy Stone; William Wing Loring; William McEntyre Dye; Erastus Sparrow Purdy; Henry Goslee Prout; Charles Chaille-Long,"Saginaw, MI, USA",43.42038,-83.950462,,,,,,https://play.google.com/store/books/details?id=65VNAAAAYAAJ&rdid=book-65VNAAAAYAAJ&rdot=1,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,r_savage
c_tevis,,Charles Carroll Tevis,,,,,compound_object,,,Charles Carroll Tevis,,,,,,,,,,,,
c_tevis_001,tevis_union.jpeg,untitled,,unknown,,Photograph of Charles Carroll Tevis wearing United States Army uniform taken in a studio.,image/jpg,portrait,photograph,Charles Carroll Tevis,,,,,,,,,https://www.findagrave.com/memorial/43987894/charles_carroll-tevis/photo#view-photo=191489889,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_tevis
c_tevis_002,tevis_union2.jpg,Gen. C. Carrol Tevis,,Mathew Brady,,Photograph of Charles Carroll Tevis wearing United States Army uniform taken in a studio.,image/jpg,portrait,photograph,Charles Carroll Tevis,,,,,,,,,https://catalog.archives.gov/id/526901,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_tevis
c_tevis_003,tevis_egypt.jpeg,General Charles C. Tevis,Thirty-Second Annual Reunion of the Association of the Graduates of the United States Military,United States Military Academy Association of Graduates,,Photograph of Charles Carroll Tevis wearing Egyptian Army Undress uniform with an unknown cap.,image/jpg,portrait,photograph,Charles Carroll Tevis,,,,,,,,,https://penelope.uchicago.edu/Thayer/E/Gazetteer/Places/America/United_States/Army/USMA/AOG_Reunions/32/Charles_Carrol_Tevis.html,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_tevis
c_tevis_004,tevis_ottoman.jpg,"Portrait de Nessim-Bey, Campagne d'Asia",,Antoine-Jean-Etienne Faivre,1855,"Painting of Charles Carroll Tevis while serving in the Ottoman Army, known under his alias as Nessim Bey.",image/jpg,portrait,painting,Charles Carroll Tevis,"Ocala, Florida, USA",29.2066308,-82.0771219,,,,,,https://www.appletonmuseum.org/permanent/european/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_tevis
c_tevis_005,tevis_union3.jpg,untitled,,unknown,,Photograph of Charles Carroll Tevis wearing United States Army uniform taken in a studio.,image/jpg,portrait,photograph,Charles Carroll Tevis,,,,,,,,,https://www.ebay.com/itm/167979593582,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_tevis
c_tevis_006,tevis_union4.jpg,untitled,,Mathew Brady,,Photograph of Charles Carroll Tevis wearing United States Army uniform taken in a studio.,image/jpg,portrait,photograph,Charles Carroll Tevis,,,,,,,,,https://commons.wikimedia.org/wiki/Category:Washington_Carroll_Tevis#/media/File:Gen._C._Carrol_Tiers_-_NARA_-_530520.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_tevis
c_graves,,Charles Iverson Graves,,,,,compound_object,,,Charles Iverson Graves,,,,,,,,,,,,
c_graves_001,graves_civilian.jpg,untitled,,unknown,,Framed photograph of Charles Iverson Graves wearing United States Naval uniform taken before the Civil War.,image/jpg,ambrotype,photograph,Charles Iverson Graves,,,,,,,,,https://dlg.usg.edu/record/dlg_vang_new293-84,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_graves
c_graves_002,graves_egypt.jpg,untitled,,unknown,,Photograph of Charles Iverson Graves wearing a mixture of Egyptian Army Full Dress and Undress uniforms taken in a studio.,image/jpg,portrait,photograph,Charles Iverson Graves,,,,,,,,,https://blogs.lib.unc.edu/shc/2013/11/29/a-movember-to-remember/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_graves
c_graves_003,graves_usnavy.jpg,untitled,,unknown,1861,"Photograph of Charles Iverson Graves wearing United States Naval uniform, taken at a studio in Italy while serving on the U.S.S. Iroquois.",image/jpg,portrait,photograph,Charles Iverson Graves,Italy,,,,,,,,https://finding-aids.lib.unc.edu/catalog/02606_aspace_f810d00d3f92850582cbfea58e8b28fa,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_graves
c_graves_004,graves_speech.pdf,untitled,,Charles Iverson Graves,1879,"A speech written by Charles Iverson Graves about the history of Egypt and its modern culture, presumably given to an audience in Augusta, Georgia. Based on his reference to the Khedive and Cleopatra's Needle, it is dated to late 1879. It is unknown if he ever presented this speech.",application/pdf,speech,manuscript,Charles Iverson Graves; William Wing Loring; Alexander Welch Reynolds; Henry Hopkins Sibley; Charles William Field; Raleigh Edward Colston; William H. Ward; Samuel Henry Lockett; Wilburn Briggs Hall; Alexander Macomb Mason; Henry Clay Derrick; Beverly Kennon,,,,,,,,,https://finding-aids.lib.unc.edu/catalog/02606_aspace_11121f0bc8e10162bf15f2dedd2713f7,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_graves
c_hunt,,Cornelius E. Hunt,,,,,compound_object,,,Cornelius E. Hunt,,,,,,,,,,,,
c_hunt_001,hunt_confederate.jpeg,"Master's Mate Cornelius E. Hunt, CSN",,"Rideau, Cherbourg, France",1863,"Photograph of Cornelius E. Hunt wearing Confederate States Naval uniform, taken in a studio during the Civil War.",image/jpg,portrait,photograph,Cornelius E. Hunt,,,,,,,,,https://www.history.navy.mil/content/history/nhhc/our-collections/photography/numerical-list-of-images/nhhc-series/nh-series/NH-48000/NH-48971.html,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_hunt
h_reed,,Horatio Blake Reed,,,,,compound_object,,,Horatio Blake Reed,,,,,,,,,,,,
h_reed_001,reed_civilian.jpg,untitled,,J.T. Upton,,Photograph of Horatio Blake Reed wearing civilian clothes.,image/jpg,portrait,photograph,Horatio Blake Reed,"Buffalo, NY, USA",42.88023,-78.878738,,,,,,https://www.horsesoldier.com/products/photography/cdvs/identified-cdvs/22370,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_reed
h_reed_002,reed_union.jpg,untitled,,unknown,,Photograph of Horatio Blake Reed wearing United States Army uniform taken in a studio.,image/jpg,portrait,photograph,Horatio Blake Reed,,,,,,,,,https://www.findagrave.com/memorial/96484780/horatio_blake-reed/photo#view-photo=66586298,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_reed
e_fechet,,Eugene Oscar Fechet,,,,,compound_object,,,Eugene Oscar Fechet,,,,,,,,,,,,
e_fechet_001,fechet_older.png,Memorial Day this Year Finds Sixteen Veterans of the Civil War Still on the Active List of U.S. Army Officers,New-York Tribune,unknown,1909,Photograph of Eugene Oscar Fechet wearing United States Army uniform taken in 1909.,image/png,portrait,photograph,Eugene Oscar Fechet,"New York, NY, USA",40.73061,-73.935242,,,,,,"https://www.loc.gov/resource/sn83030214/1909-05-30/ed-1/?sp=15&r=-0.127,0.012,1.439,0.552,0","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,e_fechet
e_fechet_002,fechet_civilian.jpg,Eugene O. Fechet,,unknown,,Photograph of Eugene Oscar Fechet wearing civilian clothes.,image/jpg,carte-de-visite,photograph,Eugene Oscar Fechet,,,,,,,,,https://sparedshared23.com/2024/12/26/1862-eugene-oscar-fechet-to-friend-marshall/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,e_fechet
e_fechet_003,fechet_westpoint.jpeg,untitled,,unknown,,Photograph of Eugene Oscar Fechet wearing West Point uniform.,image/jpg,portrait,photograph,Eugene Oscar Fechet,,,,,,,,,https://www.findagrave.com/memorial/49180602/eugene_oscar-fechet,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,e_fechet
e_fechet_004,martin_obit.pdf,Chancellor Martin,"Seeman and Peters, Printers and Binders",United States Military Academy Association of Graduates,1917,Obituary of Chancellor Martin written by Eugene Oscar Fechet,application/pdf,obituary,obituary,Eugene Oscar Fechet; Chancellor Martin; Charles Pomeroy Stone,"Saginaw, MI, USA",43.42038,-83.950462,,,,,,https://babel.hathitrust.org/cgi/pt?id=nyp.33433009297635&seq=130,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,e_fechet
e_fechet_005,savage_obit.pdf,Richard Henry Savage,"Seeman and Peters, Printers and Binders",United States Military Academy Association of Graduates,1904,Obituary of Richard Henry Savage written by Eugene Oscar Fechet.,application/pdf,obituary,obituary,Eugene Oscar Fechet; Richard Henry Savage; Charles Pomeroy Stone,"Saginaw, MI, USA",43.42038,-83.950462,,,,,,https://usmalibrary.contentdm.oclc.org/digital/collection/aogreunion/id/8094/rec/35,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,e_fechet
h_maciver,,Henry Ronald Hislop Douglas MacIver,,,,,compound_object,,,Henry Ronald Hislop Douglas MacIver,,,,,,,,,,,,
h_maciver_001,maciver_confederate.jpg,untitled,,unknown,1863,Photograph of Henry Ronald Hislop Douglas MacIver wearing Confederate States Army uniform taken in a studio in America in 1863.,image/jpg,portrait,photograph,Henry Ronald Hislop Douglas MacIver,,,,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_maciver
h_maciver_002,maciver_civilian.jpg,untitled,,unknown,,Photograph of Henry Ronald Hislop Douglas MacIver wearing civilian clothes.,image/jpg,portrait,photograph,Henry Ronald Hislop Douglas MacIver,,,,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_maciver
h_maciver_003,maciver_egypt.jpg,untitled,,unknown,1870,Print of Henry Ronald Hislop Douglas MacIver wearing Egyptian Army Undress uniform in Egypt in 1870.,image/jpg,portrait,print,Henry Ronald Hislop Douglas MacIver,,,,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_maciver
